Frame,TPS
179,44.15
180,44.15
181,44.15
182,44.15
183,44.15
184,44.15
185,44.15
186,44.15
187,44.15
188,44.15
189,44.15
190,44.15
191,44.15
192,44.15
193,44.15
194,44.15
195,44.15
196,44.15
197,44.15
198,44.15
199,44.15
200,44.15
201,44.15
202,44.15
203,44.15
204,44.15
205,44.15
206,44.15
207,44.15
208,44.15
209,44.15
210,44.15
211,44.15
212,44.15
213,44.15
214,44.15
215,44.15
216,44.15
217,44.15
218,44.15
219,47.99
220,47.99
221,47.99
222,47.99
223,47.99
224,47.99
225,47.99
226,47.99
227,47.99
228,47.99
229,47.99
230,47.99
231,47.99
232,47.99
233,47.99
234,47.99
235,47.99
236,47.99
237,47.99
238,47.99
239,47.99
240,47.99
241,47.99
242,47.99
243,47.99
244,47.99
245,47.99
246,47.99
247,47.99
248,47.99
249,47.99
250,47.99
251,47.99
252,47.99
253,47.99
254,47.99
255,47.99
256,47.99
257,47.99
258,47.99
259,47.99
260,47.99
261,47.99
262,47.99
263,47.99
264,47.99
265,47.99
266,47.99
267,47.99
268,47.99
269,47.99
270,47.99
271,47.99
272,47.99
273,48.55
274,48.55
275,48.55
276,48.55
277,48.55
278,48.55
279,48.55
280,48.55
281,48.55
282,48.55
283,48.55
284,48.55
285,48.55
286,48.55
287,48.55
288,48.55
289,48.55
290,48.55
291,48.55
292,48.55
293,48.55
294,48.55
295,48.55
296,48.55
297,48.55
298,48.55
299,48.55
300,48.55
301,48.55
302,48.55
303,48.55
304,48.55
305,48.55
306,48.55
307,48.55
308,48.55
309,48.55
310,48.55
311,48.55
312,48.55
313,48.55
314,48.55
315,48.55
316,48.55
317,44.23
318,44.23
319,44.23
320,44.23
321,44.23
322,44.23
323,44.23
324,44.23
325,44.23
326,44.23
327,44.23
328,44.23
329,44.23
330,44.23
331,44.23
332,44.23
333,44.23
334,44.23
335,44.23
336,44.23
337,44.23
338,44.23
339,44.23
340,44.23
341,44.23
342,44.23
343,44.23
344,44.23
345,44.23
346,44.23
347,44.23
348,44.23
349,44.23
350,44.23
351,44.23
352,44.23
353,44.23
354,44.23
355,44.23
356,44.23
357,44.23
358,44.23
359,44.23
360,44.23
361,44.23
362,44.23
363,44.23
364,44.23
365,44.23
366,44.23
367,44.23
368,48.16
369,48.16
370,48.16
371,48.16
372,48.16
373,48.16
374,48.16
375,48.16
376,48.16
377,48.16
378,48.16
379,48.16
380,48.16
381,48.16
382,48.16
383,48.16
384,48.16
385,48.16
386,48.16
387,48.16
388,48.16
389,48.16
390,48.16
391,48.16
392,48.16
393,48.16
394,48.16
395,48.16
396,48.16
397,48.16
398,48.16
399,48.16
400,48.16
401,48.16
402,48.16
403,48.16
404,48.16
405,48.16
406,48.16
407,48.16
408,48.16
409,48.16
410,48.16
411,48.16
412,48.16
413,48.16
414,48.16
415,48.16
416,48.16
417,48.16
418,48.16
419,48.16
420,48.16
421,48.16
422,48.31
423,48.31
424,48.31
425,48.31
426,48.31
427,48.31
428,48.31
429,48.31
430,48.31
431,48.31
432,48.31
433,48.31
434,48.31
435,48.31
436,48.31
437,48.31
438,48.31
439,48.31
440,48.31
441,48.31
442,48.31
443,48.31
444,48.31
445,48.31
446,48.31
447,48.31
448,48.31
449,48.31
450,48.31
451,48.31
452,48.31
453,48.31
454,48.31
455,48.31
456,48.31
457,48.31
458,48.31
459,48.31
460,48.31
461,48.31
462,48.31
463,48.31
464,48.31
465,48.31
466,48.31
467,48.31
468,48.31
469,48.31
470,48.31
471,48.31
472,48.31
473,48.31
474,48.31
475,48.31
476,48.31
477,48.31
478,48.31
479,59.39
480,59.39
481,59.39
482,59.39
483,59.39
484,59.39
485,59.39
486,59.39
487,59.39
488,59.39
489,59.39
490,59.39
491,59.39
492,59.39
493,59.39
494,59.39
495,59.39
496,59.39
497,59.39
498,59.39
499,59.39
500,59.39
501,59.39
502,59.39
503,59.39
504,59.39
505,59.39
506,59.39
507,59.39
508,59.39
509,59.39
510,59.39
511,59.39
512,59.39
513,59.39
514,59.39
515,59.39
516,59.39
517,59.39
518,59.39
519,59.39
520,59.39
521,59.39
522,59.39
523,59.39
524,59.39
525,59.39
526,59.39
527,59.39
528,59.39
529,59.39
530,59.39
531,59.39
532,59.39
533,59.39
534,59.39
535,59.39
536,59.39
537,59.39
538,59.39
539,59.39
540,59.39
541,59.39
542,59.39
543,60.32
544,60.32
545,60.32
546,60.32
547,60.32
548,60.32
549,60.32
550,60.32
551,60.32
552,60.32
553,60.32
554,60.32
555,60.32
556,60.32
557,60.32
558,60.32
559,60.32
560,60.32
561,60.32
562,60.32
563,60.32
564,60.32
565,60.32
566,60.32
567,60.32
568,60.32
569,60.32
570,60.32
571,60.32
572,60.32
573,60.32
574,60.32
575,60.32
576,60.32
577,60.32
578,60.32
579,60.32
580,60.32
581,60.32
582,60.32
583,60.32
584,60.32
585,60.32
586,60.32
587,60.32
588,60.32
589,60.32
590,60.32
591,60.32
592,60.32
593,60.32
594,60.32
595,60.32
596,60.32
597,60.32
598,60.32
599,60.32
600,60.32
601,60.32
602,60.32
603,60.32
604,60.32
605,60.32
606,56.48
607,56.48
608,56.48
609,56.48
610,56.48
611,56.48
612,56.48
613,56.48
614,56.48
615,56.48
616,56.48
617,56.48
618,56.48
619,56.48
620,56.48
621,56.48
622,56.48
623,56.48
624,56.48
625,56.48
626,56.48
627,56.48
628,56.48
629,56.48
630,56.48
631,56.48
632,56.48
633,56.48
634,56.48
635,56.48
636,56.48
637,56.48
638,56.48
639,56.48
640,56.48
641,56.48
642,56.48
643,56.48
644,56.48
645,56.48
646,56.48
647,56.48
648,56.48
649,56.48
650,56.48
651,56.48
652,56.48
653,56.48
654,56.48
655,56.48
656,56.48
657,56.48
658,56.48
659,56.48
660,56.48
661,56.48
662,56.48
663,56.48
664,56.48
665,56.48
666,59.78
667,59.78
668,59.78
669,59.78
670,59.78
671,59.78
672,59.78
673,59.78
674,59.78
675,59.78
676,59.78
677,59.78
678,59.78
679,59.78
680,59.78
681,59.78
682,59.78
683,59.78
684,59.78
685,59.78
686,59.78
687,59.78
688,59.78
689,59.78
690,59.78
691,59.78
692,59.78
693,59.78
694,59.78
695,59.78
696,59.78
697,59.78
698,59.78
699,59.78
700,59.78
701,59.78
702,59.78
703,59.78
704,59.78
705,59.78
706,59.78
707,59.78
708,59.78
709,59.78
710,59.78
711,59.78
712,59.78
713,59.78
714,59.78
715,59.78
716,59.78
717,59.78
718,59.78
719,59.78
720,59.78
721,59.78
722,59.78
723,59.78
724,59.78
725,59.78
726,59.78
727,59.78
728,59.78
729,59.86
730,59.86
731,59.86
732,59.86
733,59.86
734,59.86
735,59.86
736,59.86
737,59.86
738,59.86
739,59.86
740,59.86
741,59.86
742,59.86
743,59.86
744,59.86
745,59.86
746,59.86
747,59.86
748,59.86
749,59.86
750,59.86
751,59.86
752,59.86
753,59.86
754,59.86
755,59.86
756,59.86
757,59.86
758,59.86
759,59.86
760,59.86
761,59.86
762,59.86
763,59.86
764,59.86
765,59.86
766,59.86
767,59.86
768,59.86
769,59.86
770,59.86
771,59.86
772,59.86
773,59.86
774,59.86
775,59.86
776,59.86
777,59.86
778,59.86
779,59.86
780,59.86
781,59.86
782,59.86
783,59.86
784,59.86
785,59.86
786,59.86
787,59.86
788,59.86
789,59.86
790,59.86
791,59.86
792,60.26
793,60.26
794,60.26
795,60.26
796,60.26
797,60.26
798,60.26
799,60.26
800,60.26
801,60.26
802,60.26
803,60.26
804,60.26
805,60.26
806,60.26
807,60.26
808,60.26
809,60.26
810,60.26
811,60.26
812,60.26
813,60.26
814,60.26
815,60.26
816,60.26
817,60.26
818,60.26
819,60.26
820,60.26
821,60.26
822,60.26
823,60.26
824,60.26
825,60.26
826,60.26
827,60.26
828,60.26
829,60.26
830,60.26
831,60.26
832,60.26
833,60.26
834,60.26
835,60.26
836,60.26
837,60.26
838,60.26
839,60.26
840,60.26
841,60.26
842,60.26
843,60.26
844,60.26
845,60.26
846,60.26
847,54.96
848,54.96
849,54.96
850,54.96
851,54.96
852,54.96
853,54.96
854,54.96
855,54.96
856,54.96
857,54.96
858,54.96
859,54.96
860,54.96
861,54.96
862,54.96
863,54.96
864,54.96
865,54.96
866,54.96
867,54.96
868,54.96
869,54.96
870,54.96
871,54.96
872,54.96
873,54.96
874,54.96
875,54.96
876,54.96
877,54.96
878,54.96
879,54.96
880,54.96
881,54.96
882,54.96
883,54.96
884,54.96
885,54.96
886,54.96
887,54.96
888,54.96
889,54.96
890,54.96
891,54.96
892,54.96
893,54.96
894,54.96
895,54.96
896,54.96
897,54.96
898,54.96
899,54.96
900,54.96
901,54.96
902,54.96
903,54.96
904,54.96
905,54.96
906,54.96
907,54.96
908,54.96
909,54.96
910,60.13
911,60.13
912,60.13
913,60.13
914,60.13
915,60.13
916,60.13
917,60.13
918,60.13
919,60.13
920,60.13
921,60.13
922,60.13
923,60.13
924,60.13
925,60.13
926,60.13
927,60.13
928,60.13
929,60.13
930,60.13
931,60.13
932,60.13
933,60.13
934,60.13
935,60.13
936,60.13
937,60.13
938,60.13
939,60.13
940,60.13
941,60.13
942,60.13
943,60.13
944,60.13
945,60.13
946,60.13
947,60.13
948,60.13
949,60.13
950,60.13
951,60.13
952,60.13
953,60.13
954,60.13
955,60.13
956,60.13
957,60.13
958,60.13
959,60.13
960,60.13
961,60.13
962,60.13
963,52.42
964,52.42
965,52.42
966,52.42
967,52.42
968,52.42
969,52.42
970,52.42
971,52.42
972,52.42
973,52.42
974,52.42
975,52.42
976,52.42
977,52.42
978,52.42
979,52.42
980,52.42
981,52.42
982,52.42
983,52.42
984,52.42
985,52.42
986,52.42
987,52.42
988,52.42
989,52.42
990,52.42
991,52.42
992,52.42
993,52.42
994,52.42
995,52.42
996,52.42
997,52.42
998,52.42
999,52.42
1000,52.42
1001,52.42
1002,52.42
1003,52.42
1004,52.42
1005,52.42
1006,52.42
1007,52.42
1008,52.42
1009,52.42
1010,52.42
1011,52.42
1012,52.42
1013,52.42
1014,52.42
1015,51.87
1016,51.87
1017,51.87
1018,51.87
1019,51.87
1020,51.87
1021,51.87
1022,51.87
1023,51.87
1024,51.87
1025,51.87
1026,51.87
1027,51.87
1028,51.87
1029,51.87
1030,51.87
1031,51.87
1032,51.87
1033,51.87
1034,51.87
1035,51.87
1036,51.87
1037,51.87
1038,51.87
1039,51.87
1040,51.87
1041,51.87
1042,51.87
1043,51.87
1044,51.87
1045,51.87
1046,51.87
1047,51.87
1048,51.87
1049,51.87
1050,51.87
1051,51.87
1052,51.87
1053,51.87
1054,51.87
1055,51.87
1056,51.87
1057,51.87
1058,51.87
1059,51.87
1060,51.87
1061,51.87
1062,51.87
1063,51.87
1064,51.87
1065,51.87
1066,51.87
1067,51.87
1068,51.87
1069,51.87
1070,51.87
1071,51.87
1072,51.87
1073,51.87
1074,51.87
1075,51.87
1076,51.87
1077,51.87
1078,59.54
1079,59.54
1080,59.54
1081,59.54
1082,59.54
1083,59.54
1084,59.54
1085,59.54
1086,59.54
1087,59.54
1088,59.54
1089,59.54
1090,59.54
1091,59.54
1092,59.54
1093,59.54
1094,59.54
1095,59.54
1096,59.54
1097,59.54
1098,59.54
1099,59.54
1100,59.54
1101,59.54
1102,59.54
1103,59.54
1104,59.54
1105,59.54
1106,59.54
1107,59.54
1108,59.54
1109,59.54
1110,59.54
1111,59.54
1112,59.54
1113,59.54
1114,59.54
1115,59.54
1116,59.54
1117,59.54
1118,59.54
1119,59.54
1120,59.54
1121,59.54
1122,59.54
1123,59.54
1124,59.54
1125,59.54
1126,59.54
1127,59.54
1128,59.54
1129,59.54
1130,59.54
1131,59.54
1132,59.54
1133,59.54
1134,59.54
1135,59.54
1136,59.54
1137,59.54
1138,56.38
1139,56.38
1140,56.38
1141,56.38
1142,56.38
1143,56.38
1144,56.38
1145,56.38
1146,56.38
1147,56.38
1148,56.38
1149,56.38
1150,56.38
1151,56.38
1152,56.38
1153,56.38
1154,56.38
1155,56.38
1156,56.38
1157,56.38
1158,56.38
1159,56.38
1160,56.38
1161,56.38
1162,56.38
1163,56.38
1164,56.38
1165,56.38
1166,56.38
1167,56.38
1168,56.38
1169,56.38
1170,56.38
1171,56.38
1172,56.38
1173,56.38
1174,56.38
1175,56.38
1176,56.38
1177,56.38
1178,56.38
1179,56.38
1180,56.38
1181,56.38
1182,56.38
1183,56.38
1184,56.38
1185,56.38
1186,56.38
1187,56.38
1188,56.38
1189,56.38
1190,56.38
1191,56.38
1192,56.38
1193,56.38
1194,55.85
1195,55.85
1196,55.85
1197,55.85
1198,55.85
1199,55.85
1200,55.85
1201,55.85
1202,55.85
1203,55.85
1204,55.85
1205,55.85
1206,55.85
1207,55.85
1208,55.85
1209,55.85
1210,55.85
1211,55.85
1212,55.85
1213,55.85
1214,55.85
1215,55.85
1216,55.85
1217,55.85
1218,55.85
1219,55.85
1220,55.85
1221,55.85
1222,55.85
1223,55.85
1224,55.85
1225,55.85
1226,55.85
1227,55.85
1228,55.85
1229,55.85
1230,55.85
1231,55.85
1232,55.85
1233,55.85
1234,55.85
1235,55.85
1236,55.85
1237,55.85
1238,55.85
1239,55.85
1240,55.85
1241,55.85
1242,55.85
1243,55.85
1244,55.85
1245,55.85
1246,55.85
1247,55.85
1248,55.85
1249,55.85
1250,55.85
1251,55.85
1252,55.85
1253,55.85
1254,56.52
1255,56.52
1256,56.52
1257,56.52
1258,56.52
1259,56.52
1260,56.52
1261,56.52
1262,56.52
1263,56.52
1264,56.52
1265,56.52
1266,56.52
1267,56.52
1268,56.52
1269,56.52
1270,56.52
1271,56.52
1272,56.52
1273,56.52
1274,56.52
1275,56.52
1276,56.52
1277,56.52
1278,56.52
1279,56.52
1280,56.52
1281,56.52
1282,56.52
1283,56.52
1284,56.52
1285,56.52
1286,56.52
1287,56.52
1288,56.52
1289,56.52
1290,56.52
1291,56.52
1292,56.52
1293,56.52
1294,56.52
1295,56.52
1296,56.52
1297,56.52
1298,56.52
1299,56.52
1300,56.52
1301,56.52
1302,56.52
1303,56.52
1304,56.52
1305,56.52
1306,56.52
1307,56.52
1308,56.52
1309,48.66
1310,48.66
1311,48.66
1312,48.66
1313,48.66
1314,48.66
1315,48.66
1316,48.66
1317,48.66
1318,48.66
1319,48.66
1320,48.66
1321,48.66
1322,48.66
1323,48.66
1324,48.66
1325,48.66
1326,48.66
1327,48.66
1328,48.66
1329,48.66
1330,48.66
1331,48.66
1332,48.66
1333,48.66
1334,48.66
1335,48.66
1336,48.66
1337,48.66
1338,48.66
1339,48.66
1340,48.66
1341,48.66
1342,48.66
1343,48.66
1344,48.66
1345,48.66
1346,48.66
1347,48.66
1348,48.66
1349,48.66
1350,48.66
1351,48.66
1352,48.66
1353,48.66
1354,48.66
1355,48.66
1356,48.66
1357,48.66
1358,48.66
1359,48.66
1360,48.66
1361,48.66
1362,48.66
1363,48.66
1364,48.66
1365,48.66
1366,59.40
1367,59.40
1368,59.40
1369,59.40
1370,59.40
1371,59.40
1372,59.40
1373,59.40
1374,59.40
1375,59.40
1376,59.40
1377,59.40
1378,59.40
1379,59.40
1380,59.40
1381,59.40
1382,59.40
1383,59.40
1384,59.40
1385,59.40
1386,59.40
1387,59.40
1388,59.40
1389,59.40
1390,59.40
1391,59.40
1392,59.40
1393,59.40
1394,59.40
1395,59.40
1396,59.40
1397,59.40
1398,59.40
1399,59.40
1400,59.40
1401,59.40
1402,59.40
1403,59.40
1404,59.40
1405,59.40
1406,59.40
1407,59.40
1408,59.40
1409,59.40
1410,59.40
1411,59.40
1412,59.40
1413,59.40
1414,59.40
1415,59.40
1416,59.40
1417,59.40
1418,59.40
1419,59.40
1420,59.40
1421,59.40
1422,59.40
1423,59.40
1424,59.40
1425,59.40
1426,59.80
1427,59.80
1428,59.80
1429,59.80
1430,59.80
1431,59.80
1432,59.80
1433,59.80
1434,59.80
1435,59.80
1436,59.80
1437,59.80
1438,59.80
1439,59.80
1440,59.80
1441,59.80
1442,59.80
1443,59.80
1444,59.80
1445,59.80
1446,59.80
1447,59.80
1448,59.80
1449,59.80
1450,59.80
1451,59.80
1452,59.80
1453,59.80
1454,59.80
1455,59.80
1456,59.80
1457,59.80
1458,59.80
1459,59.80
1460,59.80
1461,59.80
1462,59.80
1463,59.80
1464,59.80
1465,59.80
1466,59.80
1467,59.80
1468,59.80
1469,59.80
1470,59.80
1471,59.80
1472,59.80
1473,59.80
1474,59.80
1475,59.80
1476,59.80
1477,59.80
1478,59.80
1479,59.80
1480,59.80
1481,59.80
1482,59.80
1483,59.80
1484,59.80
1485,59.80
1486,56.45
1487,56.45
1488,56.45
1489,56.45
1490,56.45
1491,56.45
1492,56.45
1493,56.45
1494,56.45
1495,56.45
1496,56.45
1497,56.45
1498,56.45
1499,56.45
1500,56.45
1501,56.45
1502,56.45
1503,56.45
1504,56.45
1505,56.45
1506,56.45
1507,56.45
1508,56.45
1509,56.45
1510,56.45
1511,56.45
1512,56.45
1513,56.45
1514,56.45
1515,56.45
1516,56.45
1517,56.45
1518,56.45
1519,56.45
1520,56.45
1521,56.45
1522,56.45
1523,56.45
1524,56.45
1525,56.45
1526,56.45
1527,56.45
1528,56.45
1529,56.45
1530,56.45
1531,56.45
1532,56.45
1533,56.45
1534,56.45
1535,56.45
1536,56.45
1537,56.45
1538,56.45
1539,56.45
1540,56.45
1541,56.45
1542,56.45
1543,56.45
1544,56.45
1545,56.45
1546,56.45
1547,56.45
1548,56.45
1549,56.45
1550,60.26
1551,60.26
1552,60.26
1553,60.26
1554,60.26
1555,60.26
1556,60.26
1557,60.26
1558,60.26
1559,60.26
1560,60.26
1561,60.26
1562,60.26
1563,60.26
1564,60.26
1565,60.26
1566,60.26
1567,60.26
1568,60.26
1569,60.26
1570,60.26
1571,60.26
1572,60.26
1573,60.26
1574,60.26
1575,60.26
1576,60.26
1577,60.26
1578,60.26
1579,60.26
1580,60.26
1581,60.26
1582,60.26
1583,60.26
1584,60.26
1585,60.26
1586,60.26
1587,60.26
1588,60.26
1589,60.26
1590,60.26
1591,60.26
1592,60.26
1593,60.26
1594,60.26
1595,60.26
1596,60.26
1597,60.26
1598,60.26
1599,60.26
1600,60.26
1601,60.26
1602,60.26
1603,60.26
1604,60.26
1605,60.26
1606,60.26
1607,60.26
1608,60.26
1609,60.26
1610,59.67
1611,59.67
1612,59.67
1613,59.67
1614,59.67
1615,59.67
1616,59.67
1617,59.67
1618,59.67
1619,59.67
1620,59.67
1621,59.67
1622,59.67
1623,59.67
1624,59.67
1625,59.67
1626,59.67
1627,59.67
1628,59.67
1629,59.67
1630,59.67
1631,59.67
1632,59.67
1633,59.67
1634,59.67
1635,59.67
1636,59.67
1637,59.67
1638,59.67
1639,59.67
1640,59.67
1641,59.67
1642,59.67
1643,59.67
1644,59.67
1645,59.67
1646,59.67
1647,59.67
1648,59.67
1649,59.67
1650,59.67
1651,59.67
1652,59.67
1653,59.67
1654,59.67
1655,59.67
1656,59.67
1657,59.67
1658,59.67
1659,59.67
1660,59.67
1661,59.67
1662,59.67
1663,59.67
1664,59.67
1665,59.67
1666,55.66
1667,55.66
1668,55.66
1669,55.66
1670,55.66
1671,55.66
1672,55.66
1673,55.66
1674,55.66
1675,55.66
1676,55.66
1677,55.66
1678,55.66
1679,55.66
1680,55.66
1681,55.66
1682,55.66
1683,55.66
1684,55.66
1685,55.66
1686,55.66
1687,55.66
1688,55.66
1689,55.66
1690,55.66
1691,55.66
1692,55.66
1693,55.66
1694,55.66
1695,55.66
1696,55.66
1697,55.66
1698,55.66
1699,55.66
1700,55.66
1701,55.66
1702,55.66
1703,55.66
1704,55.66
1705,55.66
1706,55.66
1707,55.66
1708,55.66
1709,55.66
1710,55.66
1711,55.66
1712,55.66
1713,55.66
1714,55.66
1715,55.66
1716,55.66
1717,55.66
1718,55.66
1719,55.66
1720,52.57
1721,52.57
1722,52.57
1723,52.57
1724,52.57
1725,52.57
1726,52.57
1727,52.57
1728,52.57
1729,52.57
1730,52.57
1731,52.57
1732,52.57
1733,52.57
1734,52.57
1735,52.57
1736,52.57
1737,52.57
1738,52.57
1739,52.57
1740,52.57
1741,52.57
1742,52.57
1743,52.57
1744,52.57
1745,52.57
1746,52.57
1747,52.57
1748,52.57
1749,52.57
1750,52.57
1751,52.57
1752,52.57
1753,52.57
1754,52.57
1755,52.57
1756,52.57
1757,52.57
1758,52.57
1759,52.57
1760,52.57
1761,52.57
1762,52.57
1763,52.57
1764,52.57
1765,52.57
1766,52.57
1767,52.57
1768,52.57
1769,52.57
1770,52.57
1771,52.57
1772,52.57
1773,52.57
1774,52.57
1775,52.57
1776,52.57
1777,56.23
1778,56.23
1779,56.23
1780,56.23
1781,56.23
1782,56.23
1783,56.23
1784,56.23
1785,56.23
1786,56.23
1787,56.23
1788,56.23
1789,56.23
1790,56.23
1791,56.23
1792,56.23
1793,56.23
1794,56.23
1795,56.23
1796,56.23
1797,56.23
1798,56.23
1799,56.23
1800,56.23
1801,56.23
1802,56.23
1803,56.23
1804,56.23
1805,56.23
1806,56.23
1807,56.23
1808,56.23
1809,56.23
1810,56.23
1811,56.23
1812,56.23
1813,56.23
1814,56.23
1815,56.23
1816,56.23
1817,56.23
1818,56.23
1819,56.23
1820,56.23
1821,56.23
1822,56.23
1823,56.23
1824,56.23
1825,56.23
1826,56.23
1827,56.23
1828,51.00
1829,51.00
1830,51.00
1831,51.00
1832,51.00
1833,51.00
1834,51.00
1835,51.00
1836,51.00
1837,51.00
1838,51.00
1839,51.00
1840,51.00
1841,51.00
1842,51.00
1843,51.00
1844,51.00
1845,51.00
1846,51.00
1847,51.00
1848,51.00
1849,51.00
1850,51.00
1851,51.00
1852,51.00
1853,51.00
1854,51.00
1855,51.00
1856,51.00
1857,51.00
1858,51.00
1859,51.00
1860,51.00
1861,51.00
1862,51.00
1863,51.00
1864,51.00
1865,51.00
1866,51.00
1867,51.00
1868,51.00
1869,51.00
1870,51.00
1871,51.00
1872,51.00
1873,51.00
1874,51.00
1875,51.00
1876,51.00
1877,51.00
1878,51.00
1879,51.00
1880,51.00
1881,51.72
1882,51.72
1883,51.72
1884,51.72
1885,51.72
1886,51.72
1887,51.72
1888,51.72
1889,51.72
1890,51.72
1891,51.72
1892,51.72
1893,51.72
1894,51.72
1895,51.72
1896,51.72
1897,51.72
1898,51.72
1899,51.72
1900,51.72
1901,51.72
1902,51.72
1903,51.72
1904,51.72
1905,51.72
1906,51.72
1907,51.72
1908,51.72
1909,51.72
1910,51.72
1911,51.72
1912,51.72
1913,51.72
1914,51.72
1915,51.72
1916,51.72
1917,51.72
1918,51.72
1919,51.72
1920,51.72
1921,51.72
1922,51.72
1923,51.72
1924,51.72
1925,51.72
1926,51.72
1927,51.72
1928,51.72
1929,51.72
1930,51.72
1931,51.72
1932,51.99
1933,51.99
1934,51.99
1935,51.99
1936,51.99
1937,51.99
1938,51.99
1939,51.99
1940,51.99
1941,51.99
1942,51.99
1943,51.99
1944,51.99
1945,51.99
1946,51.99
1947,51.99
1948,51.99
1949,51.99
1950,51.99
1951,51.99
1952,51.99
1953,51.99
1954,51.99
1955,51.99
1956,51.99
1957,51.99
1958,51.99
1959,51.99
1960,51.99
1961,51.99
1962,51.99
1963,51.99
1964,51.99
1965,51.99
1966,51.99
1967,51.99
1968,51.99
1969,51.99
1970,51.99
1971,51.99
1972,51.99
1973,51.99
1974,51.99
1975,51.99
1976,51.99
1977,51.99
1978,51.99
1979,51.99
1980,51.99
1981,51.99
1982,51.99
1983,51.99
1984,51.99
1985,51.99
1986,52.54
1987,52.54
1988,52.54
1989,52.54
1990,52.54
1991,52.54
1992,52.54
1993,52.54
1994,52.54
1995,52.54
1996,52.54
1997,52.54
1998,52.54
1999,52.54
2000,52.54
2001,52.54
2002,52.54
2003,52.54
2004,52.54
2005,52.54
2006,52.54
2007,52.54
2008,52.54
2009,52.54
2010,52.54
2011,52.54
2012,52.54
2013,52.54
2014,52.54
2015,52.54
2016,52.54
2017,52.54
2018,52.54
2019,52.54
2020,52.54
2021,52.54
2022,52.54
2023,52.54
2024,52.54
2025,52.54
2026,52.54
2027,52.54
2028,52.54
2029,52.54
2030,52.54
2031,52.54
2032,52.54
2033,52.54
2034,52.54
2035,52.54
2036,52.54
2037,52.54
2038,52.54
2039,52.54
2040,52.54
2041,52.54
2042,52.54
2043,52.54
2044,52.54
2045,52.54
2046,59.51
2047,59.51
2048,59.51
2049,59.51
2050,59.51
2051,59.51
2052,59.51
2053,59.51
2054,59.51
2055,59.51
2056,59.51
2057,59.51
2058,59.51
2059,59.51
2060,59.51
2061,59.51
2062,59.51
2063,59.51
2064,59.51
2065,59.51
2066,59.51
2067,59.51
2068,59.51
2069,59.51
2070,59.51
2071,59.51
2072,59.51
2073,59.51
2074,59.51
2075,59.51
2076,59.51
2077,59.51
2078,59.51
2079,59.51
2080,59.51
2081,59.51
2082,59.51
2083,59.51
2084,59.51
2085,59.51
2086,59.51
2087,59.51
2088,59.51
2089,59.51
2090,59.51
2091,59.51
2092,59.51
2093,59.51
2094,59.51
2095,59.51
2096,59.51
2097,59.51
2098,48.64
2099,48.64
2100,48.64
2101,48.64
2102,48.64
2103,48.64
2104,48.64
2105,48.64
2106,48.64
2107,48.64
2108,48.64
2109,48.64
2110,48.64
2111,48.64
2112,48.64
2113,48.64
2114,48.64
2115,48.64
2116,48.64
2117,48.64
2118,48.64
2119,48.64
2120,48.64
2121,48.64
2122,48.64
2123,48.64
2124,48.64
2125,48.64
2126,48.64
2127,48.64
2128,48.64
2129,48.64
2130,48.64
2131,48.64
2132,48.64
2133,48.64
2134,48.64
2135,48.64
2136,48.64
2137,48.64
2138,48.64
2139,48.64
2140,48.64
